Zelle;Kapazität in mAh;Temperatur in ;Volt/SOC;Relative Kapazität in %;Dauer d. Alterung in Tagen;(rel. Kal. Alterung %)/Tag;Verlust an abs. Kapa in mAh für entsprechende Tage;mAh/Tag;mAh/Jahr;Paper;Chemie
NCR18650B;3200;;3,8 V;0,97357799;140;0,000188729;0,603931657;0,004313798;1,574536106;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,0 V;0,99057573;30;0,000314142;1,005255467;0,033508516;12,23060818;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,0 V;0,98311492;65;0,00025977;0,831265477;0,0127887;4,66787537;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,0 V;0,97721476;105;0,000217002;0,694407314;0,006613403;2,413892093;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,0 V;0,9725047;140;0,000196395;0,628464;0,004489029;1,638495429;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,2 V;0,98604491;30;0,00046517;1,488542933;0,049618098;18,11060569;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,2 V;0,97643859;65;0,000362483;1,159946338;0,017845328;6,513544824;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,2 V;0,96898823;105;0,00029535;0,94512061;0,009001149;3,285419262;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
NCR18650B;3200;;4,2 V;0,96296669;140;0,000264524;0,846475657;0,006046255;2,206882963;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NCA
UR18650AAN;2150;;3,520 V;0,99998252;0;0;0;0;0;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,520 V;1,00836221;35;-0,00023892;-0,513678614;-0,014676532;-5,35693412;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,520 V;1,00509922;65;-7,84495E-05;-0,168666508;-0,002594869;-0,947127312;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,520 V;0,99957892;105;4,01029E-06;0,008622114;8,21154E-05;0,029972112;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,520 V;0,99253782;140;5,33013E-05;0,114597764;0,000818555;0,298772743;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,7 V;0,9999181;30;2,73E-06;0,0058695;0,00019565;0,07141225;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,7 V;0,99870074;65;1,99886E-05;0,042975523;0,000661162;0,241324091;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,7 V;0,99742839;105;2,44915E-05;0,052656776;0,000501493;0,183044984;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,7 V;0,9961045;140;2,7825E-05;0,05982375;0,000427313;0,155969063;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,8 V;0,99577474;30;0,000140842;0,3028103;0,010093677;3,684191983;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,8 V;0,99230214;65;0,000118429;0,254621523;0,003917254;1,429797783;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,8 V;0,98961395;105;9,89148E-05;0,212666738;0,002025398;0,73927009;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;3,8 V;0,98666382;140;9,52584E-05;0,204805621;0,001462897;0,533957513;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,0 V;0,99294276;30;0,000235241;0,505768867;0,016858962;6,153521211;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,0 V;0,98947003;65;0,000162;0,348299008;0,005358446;1,955832889;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,0 V;0,98662419;105;0,000127389;0,273885633;0,002608435;0,95207863;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,0 V;0,98398899;140;0,000114364;0,245883368;0,00175631;0,641053066;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,2 V;0,98822248;30;0,000392584;0,8440556;0,028135187;10,26934313;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,2 V;0,98396298;65;0,000246723;0,530455277;0,00816085;2,978710401;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,2 V;0,98095998;105;0,000181334;0,389867076;0,00371302;1,355252217;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
UR18650AAN;2150;;4,2 V;0,97827227;140;0,000155198;0,333675854;0,002383399;0,869940618;Evaluating the Aging-Induced Voltage Slippery as Cause for Float Currents of Lithium-ion Cells;NMC
